time [dec. year], range [m], range-rate [m/s]
2024.1439491942, 180332.856328, 0.141291
2024.1439492259, 180332.997513, 0.141080
2024.1439492575, 180333.138487, 0.140868
2024.1439492891, 180333.279248, 0.140655
2024.1439493207, 180333.419797, 0.140442
2024.1439493524, 180333.560132, 0.140228
2024.1439493840, 180333.700254, 0.140014
2024.1439494156, 180333.840161, 0.139800
2024.1439494472, 180333.979853, 0.139584
2024.1439494789, 180334.119330, 0.139369
2024.1439495105, 180334.258590, 0.139152
2024.1439495421, 180334.397635, 0.138936
2024.1439495737, 180334.536462, 0.138718
2024.1439496053, 180334.675071, 0.138500
2024.1439496370, 180334.813462, 0.138282
2024.1439496686, 180334.951634, 0.138063
2024.1439497002, 180335.089587, 0.137843
2024.1439497318, 180335.227321, 0.137623
2024.1439497635, 180335.364833, 0.137402
2024.1439497951, 180335.502125, 0.137181
2024.1439498267, 180335.639195, 0.136959
2024.1439498583, 180335.776043, 0.136737
2024.1439498900, 180335.912668, 0.136514
2024.1439499216, 180336.049070, 0.136290
2024.1439499532, 180336.185248, 0.136066
2024.1439499848, 180336.321201, 0.135841
2024.1439500164, 180336.456929, 0.135615
2024.1439500481, 180336.592431, 0.135389
2024.1439500797, 180336.727707, 0.135162
2024.1439501113, 180336.862756, 0.134935
2024.1439501429, 180336.997577, 0.134707
2024.1439501746, 180337.132169, 0.134478
2024.1439502062, 180337.266533, 0.134249
2024.1439502378, 180337.400668, 0.134019
2024.1439502694, 180337.534572, 0.133789
2024.1439503011, 180337.668245, 0.133557
2024.1439503327, 180337.801686, 0.133326
2024.1439503643, 180337.934896, 0.133093
2024.1439503959, 180338.067872, 0.132860
2024.1439504275, 180338.200615, 0.132626
2024.1439504592, 180338.333124, 0.132392
2024.1439504908, 180338.465398, 0.132156
2024.1439505224, 180338.597436, 0.131920
2024.1439505540, 180338.729239, 0.131684
2024.1439505857, 180338.860804, 0.131447
2024.1439506173, 180338.992131, 0.131209
2024.1439506489, 180339.123221, 0.130970
2024.1439506805, 180339.254071, 0.130731
2024.1439507122, 180339.384682, 0.130491
2024.1439507438, 180339.515052, 0.130250
2024.1439507754, 180339.645181, 0.130008
2024.1439508070, 180339.775069, 0.129766
2024.1439508386, 180339.904714, 0.129523
2024.1439508703, 180340.034115, 0.129280
2024.1439509019, 180340.163273, 0.129036
2024.1439509335, 180340.292186, 0.128791
2024.1439509651, 180340.420854, 0.128545
2024.1439509968, 180340.549276, 0.128298
2024.1439510284, 180340.677451, 0.128051
2024.1439510600, 180340.805378, 0.127804
2024.1439510916, 180340.933058, 0.127555
2024.1439511233, 180341.060488, 0.127306
2024.1439511549, 180341.187669, 0.127056
2024.1439511865, 180341.314599, 0.126805
2024.1439512181, 180341.441279, 0.126554
2024.1439512497, 180341.567706, 0.126301
2024.1439512814, 180341.693882, 0.126049
2024.1439513130, 180341.819803, 0.125795
2024.1439513446, 180341.945471, 0.125541
2024.1439513762, 180342.070885, 0.125286
2024.1439514079, 180342.196043, 0.125030
2024.1439514395, 180342.320945, 0.124774
2024.1439514711, 180342.445590, 0.124517
2024.1439515027, 180342.569978, 0.124259
2024.1439515344, 180342.694107, 0.124000
2024.1439515660, 180342.817978, 0.123741
2024.1439515976, 180342.941589, 0.123481
2024.1439516292, 180343.064940, 0.123221
2024.1439516608, 180343.188030, 0.122959
2024.1439516925, 180343.310858, 0.122697
2024.1439517241, 180343.433424, 0.122435
2024.1439517557, 180343.555727, 0.122171
2024.1439517873, 180343.677766, 0.121907
2024.1439518190, 180343.799541, 0.121642
2024.1439518506, 180343.921051, 0.121377
2024.1439518822, 180344.042295, 0.121111
2024.1439519138, 180344.163272, 0.120844
2024.1439519455, 180344.283982, 0.120576
2024.1439519771, 180344.404425, 0.120308
2024.1439520087, 180344.524598, 0.120039
2024.1439520403, 180344.644503, 0.119770
2024.1439520719, 180344.764138, 0.119500
2024.1439521036, 180344.883502, 0.119229
2024.1439521352, 180345.002596, 0.118957
2024.1439521668, 180345.121417, 0.118685
2024.1439521984, 180345.239966, 0.118412
2024.1439522301, 180345.358242, 0.118139
2024.1439522617, 180345.476244, 0.117865
2024.1439522933, 180345.593971, 0.117590
2024.1439523249, 180345.711423, 0.117315
2024.1439523566, 180345.828600, 0.117039
2024.1439523882, 180345.945500, 0.116762
2024.1439524198, 180346.062124, 0.116484
2024.1439524514, 180346.178469, 0.116206
2024.1439524831, 180346.294536, 0.115928
2024.1439525147, 180346.410325, 0.115649
2024.1439525463, 180346.525833, 0.115369
2024.1439525779, 180346.641062, 0.115088
2024.1439526095, 180346.756009, 0.114807
2024.1439526412, 180346.870675, 0.114525
2024.1439526728, 180346.985059, 0.114243
2024.1439527044, 180347.099160, 0.113960
2024.1439527360, 180347.212978, 0.113676
2024.1439527677, 180347.326512, 0.113392
2024.1439527993, 180347.439761, 0.113107
2024.1439528309, 180347.552725, 0.112821
2024.1439528625, 180347.665403, 0.112535
2024.1439528942, 180347.777795, 0.112248
2024.1439529258, 180347.889899, 0.111961
2024.1439529574, 180348.001716, 0.111673
2024.1439529890, 180348.113244, 0.111384
2024.1439530206, 180348.224483, 0.111095
2024.1439530523, 180348.335433, 0.110805
2024.1439530839, 180348.446092, 0.110514
2024.1439531155, 180348.556460, 0.110223
2024.1439531471, 180348.666537, 0.109931
2024.1439531788, 180348.776322, 0.109638
2024.1439532104, 180348.885814, 0.109345
2024.1439532420, 180348.995012, 0.109051
2024.1439532736, 180349.103916, 0.108757
2024.1439533053, 180349.212526, 0.108462
2024.1439533369, 180349.320839, 0.108166
2024.1439533685, 180349.428857, 0.107870
2024.1439534001, 180349.536578, 0.107572
2024.1439534317, 180349.644002, 0.107275
2024.1439534634, 180349.751127, 0.106976
2024.1439534950, 180349.857954, 0.106677
2024.1439535266, 180349.964481, 0.106377
2024.1439535582, 180350.070707, 0.106076
2024.1439535899, 180350.176633, 0.105775
2024.1439536215, 180350.282256, 0.105473
2024.1439536531, 180350.387577, 0.105170
2024.1439536847, 180350.492595, 0.104866
2024.1439537164, 180350.597309, 0.104561
2024.1439537480, 180350.701718, 0.104256
2024.1439537796, 180350.805821, 0.103950
2024.1439538112, 180350.909618, 0.103643
2024.1439538428, 180351.013108, 0.103336
2024.1439538745, 180351.116289, 0.103027
2024.1439539061, 180351.219161, 0.102718
2024.1439539377, 180351.321724, 0.102407
2024.1439539693, 180351.423976, 0.102096
2024.1439540010, 180351.525916, 0.101784
2024.1439540326, 180351.627544, 0.101471
2024.1439540642, 180351.728859, 0.101158
2024.1439540958, 180351.829859, 0.100843
2024.1439541275, 180351.930544, 0.100527
2024.1439541591, 180352.030913, 0.100210
2024.1439541907, 180352.130964, 0.099893
2024.1439542223, 180352.230697, 0.099574
2024.1439542539, 180352.330112, 0.099254
2024.1439542856, 180352.429206, 0.098934
2024.1439543172, 180352.527978, 0.098612
2024.1439543488, 180352.626429, 0.098289
2024.1439543804, 180352.724556, 0.097965
2024.1439544121, 180352.822359, 0.097641
2024.1439544437, 180352.919837, 0.097315
2024.1439544753, 180353.016988, 0.096988
2024.1439545069, 180353.113812, 0.096660
2024.1439545386, 180353.210307, 0.096330
2024.1439545702, 180353.306473, 0.096000
2024.1439546018, 180353.402307, 0.095669
2024.1439546334, 180353.497810, 0.095336
2024.1439546650, 180353.592979, 0.095003
2024.1439546967, 180353.687815, 0.094668
2024.1439547283, 180353.782315, 0.094332
2024.1439547599, 180353.876478, 0.093995
2024.1439547915, 180353.970304, 0.093657
2024.1439548232, 180354.063792, 0.093317
2024.1439548548, 180354.156939, 0.092977
2024.1439548864, 180354.249745, 0.092635
2024.1439549180, 180354.342209, 0.092293
2024.1439549497, 180354.434330, 0.091949
2024.1439549813, 180354.526106, 0.091604
2024.1439550129, 180354.617537, 0.091257
2024.1439550445, 180354.708620, 0.090910
2024.1439550761, 180354.799356, 0.090561
2024.1439551078, 180354.889743, 0.090212
2024.1439551394, 180354.979780, 0.089861
2024.1439551710, 180355.069465, 0.089509
2024.1439552026, 180355.158797, 0.089156
2024.1439552343, 180355.247777, 0.088802
2024.1439552659, 180355.336401, 0.088447
2024.1439552975, 180355.424670, 0.088090
2024.1439553291, 180355.512581, 0.087733
2024.1439553608, 180355.600135, 0.087374
2024.1439553924, 180355.687329, 0.087015
2024.1439554240, 180355.774164, 0.086654
2024.1439554556, 180355.860637, 0.086292
2024.1439554872, 180355.946747, 0.085929
2024.1439555189, 180356.032495, 0.085565
2024.1439555505, 180356.117878, 0.085200
2024.1439555821, 180356.202895, 0.084834
2024.1439556137, 180356.287546, 0.084467
2024.1439556454, 180356.371829, 0.084099
2024.1439556770, 180356.455744, 0.083730
2024.1439557086, 180356.539289, 0.083360
2024.1439557402, 180356.622464, 0.082989
2024.1439557719, 180356.705267, 0.082617
2024.1439558035, 180356.787697, 0.082244
2024.1439558351, 180356.869754, 0.081870
2024.1439558667, 180356.951437, 0.081495
2024.1439558984, 180357.032744, 0.081119
2024.1439559300, 180357.113675, 0.080742
2024.1439559616, 180357.194228, 0.080365
2024.1439559932, 180357.274404, 0.079986
2024.1439560248, 180357.354200, 0.079606
2024.1439560565, 180357.433616, 0.079226
2024.1439560881, 180357.512651, 0.078844
2024.1439561197, 180357.591304, 0.078462
2024.1439561513, 180357.669575, 0.078079
2024.1439561830, 180357.747462, 0.077695
2024.1439562146, 180357.824964, 0.077310
2024.1439562462, 180357.902082, 0.076924
2024.1439562778, 180357.978812, 0.076538
2024.1439563095, 180358.055156, 0.076150
2024.1439563411, 180358.131112, 0.075762
2024.1439563727, 180358.206680, 0.075373
2024.1439564043, 180358.281857, 0.074983
2024.1439564359, 180358.356645, 0.074592
2024.1439564676, 180358.431041, 0.074200
2024.1439564992, 180358.505045, 0.073808
2024.1439565308, 180358.578657, 0.073415
2024.1439565624, 180358.651874, 0.073021
2024.1439565941, 180358.724698, 0.072626
2024.1439566257, 180358.797126, 0.072230
2024.1439566573, 180358.869158, 0.071834
2024.1439566889, 180358.940794, 0.071437
2024.1439567206, 180359.012032, 0.071039
2024.1439567522, 180359.082872, 0.070640
2024.1439567838, 180359.153312, 0.070241
2024.1439568154, 180359.223353, 0.069841
2024.1439568470, 180359.292994, 0.069440
2024.1439568787, 180359.362233, 0.069038
2024.1439569103, 180359.431069, 0.068636
2024.1439569419, 180359.499504, 0.068232
2024.1439569735, 180359.567534, 0.067828
2024.1439570052, 180359.635160, 0.067424
2024.1439570368, 180359.702382, 0.067018
2024.1439570684, 180359.769197, 0.066612
2024.1439571000, 180359.835606, 0.066205
2024.1439571317, 180359.901607, 0.065798
2024.1439571633, 180359.967201, 0.065389
2024.1439571949, 180360.032386, 0.064980
2024.1439572265, 180360.097162, 0.064571
2024.1439572581, 180360.161527, 0.064160
2024.1439572898, 180360.225482, 0.063749
2024.1439573214, 180360.289024, 0.063337
2024.1439573530, 180360.352155, 0.062924
2024.1439573846, 180360.414873, 0.062511
2024.1439574163, 180360.477177, 0.062097
2024.1439574479, 180360.539066, 0.061682
2024.1439574795, 180360.600541, 0.061267
2024.1439575111, 180360.661599, 0.060850
2024.1439575428, 180360.722241, 0.060434
2024.1439575744, 180360.782466, 0.060016
2024.1439576060, 180360.842273, 0.059598
2024.1439576376, 180360.901661, 0.059179
2024.1439576692, 180360.960630, 0.058759
2024.1439577009, 180361.019179, 0.058339
2024.1439577325, 180361.077307, 0.057918
2024.1439577641, 180361.135014, 0.057496
2024.1439577957, 180361.192298, 0.057074
2024.1439578274, 180361.249160, 0.056650
2024.1439578590, 180361.305599, 0.056227
2024.1439578906, 180361.361613, 0.055802
2024.1439579222, 180361.417203, 0.055377
2024.1439579539, 180361.472367, 0.054951
2024.1439579855, 180361.527105, 0.054525
2024.1439580171, 180361.581416, 0.054098
2024.1439580487, 180361.635300, 0.053670
2024.1439580803, 180361.688756, 0.053241
2024.1439581120, 180361.741783, 0.052812
2024.1439581436, 180361.794380, 0.052383
2024.1439581752, 180361.846548, 0.051952
2024.1439582068, 180361.898284, 0.051521
2024.1439582385, 180361.949590, 0.051089
2024.1439582701, 180362.000463, 0.050657
2024.1439583017, 180362.050903, 0.050224
2024.1439583333, 180362.100911, 0.049790
2024.1439583650, 180362.150484, 0.049356
2024.1439583966, 180362.199623, 0.048921
2024.1439584282, 180362.248327, 0.048486
2024.1439584598, 180362.296595, 0.048050
2024.1439584914, 180362.344427, 0.047613
2024.1439585231, 180362.391821, 0.047176
2024.1439585547, 180362.438779, 0.046738
2024.1439585863, 180362.485298, 0.046300
2024.1439586179, 180362.531378, 0.045861
2024.1439586496, 180362.577019, 0.045421
2024.1439586812, 180362.622221, 0.044981
2024.1439587128, 180362.666982, 0.044541
2024.1439587444, 180362.711302, 0.044099
2024.1439587761, 180362.755180, 0.043658
2024.1439588077, 180362.798617, 0.043215
2024.1439588393, 180362.841611, 0.042773
2024.1439588709, 180362.884162, 0.042329
2024.1439589026, 180362.926270, 0.041886
2024.1439589342, 180362.967933, 0.041441
2024.1439589658, 180363.009152, 0.040997
2024.1439589974, 180363.049926, 0.040551
2024.1439590290, 180363.090255, 0.040106
2024.1439590607, 180363.130137, 0.039660
2024.1439590923, 180363.169574, 0.039213
2024.1439591239, 180363.208563, 0.038766
2024.1439591555, 180363.247106, 0.038319
2024.1439591872, 180363.285201, 0.037871
2024.1439592188, 180363.322848, 0.037423
2024.1439592504, 180363.360047, 0.036974
2024.1439592820, 180363.396796, 0.036525
2024.1439593137, 180363.433097, 0.036076
2024.1439593453, 180363.468949, 0.035627
2024.1439593769, 180363.504350, 0.035177
2024.1439594085, 180363.539302, 0.034726
2024.1439594401, 180363.573803, 0.034276
2024.1439594718, 180363.607854, 0.033825
2024.1439595034, 180363.641453, 0.033374
2024.1439595350, 180363.674601, 0.032922
2024.1439595666, 180363.707298, 0.032471
2024.1439595983, 180363.739543, 0.032019
2024.1439596299, 180363.771335, 0.031567
2024.1439596615, 180363.802676, 0.031114
2024.1439596931, 180363.833563, 0.030661
2024.1439597248, 180363.863998, 0.030208
2024.1439597564, 180363.893980, 0.029755
2024.1439597880, 180363.923509, 0.029302
2024.1439598196, 180363.952584, 0.028848
2024.1439598512, 180363.981206, 0.028395
2024.1439598829, 180364.009373, 0.027941
2024.1439599145, 180364.037087, 0.027486
2024.1439599461, 180364.064346, 0.027032
2024.1439599777, 180364.091151, 0.026577
2024.1439600094, 180364.117501, 0.026123
2024.1439600410, 180364.143396, 0.025668
2024.1439600726, 180364.168836, 0.025212
2024.1439601042, 180364.193821, 0.024757
2024.1439601359, 180364.218350, 0.024302
2024.1439601675, 180364.242424, 0.023846
2024.1439601991, 180364.266042, 0.023390
2024.1439602307, 180364.289204, 0.022934
2024.1439602623, 180364.311910, 0.022478
2024.1439602940, 180364.334159, 0.022021
2024.1439603256, 180364.355952, 0.021564
2024.1439603572, 180364.377288, 0.021108
2024.1439603888, 180364.398167, 0.020650
2024.1439604205, 180364.418588, 0.020193
2024.1439604521, 180364.438553, 0.019736
2024.1439604837, 180364.458059, 0.019278
2024.1439605153, 180364.477108, 0.018820
2024.1439605470, 180364.495699, 0.018362
2024.1439605786, 180364.513831, 0.017903
2024.1439606102, 180364.531505, 0.017444
2024.1439606418, 180364.548720, 0.016985
2024.1439606734, 180364.565475, 0.016526
2024.1439607051, 180364.581771, 0.016067
2024.1439607367, 180364.597608, 0.015607
2024.1439607683, 180364.612985, 0.015147
2024.1439607999, 180364.627901, 0.014686
2024.1439608316, 180364.642357, 0.014225
2024.1439608632, 180364.656352, 0.013764
2024.1439608948, 180364.669885, 0.013303
2024.1439609264, 180364.682957, 0.012841
2024.1439609581, 180364.695568, 0.012379
2024.1439609897, 180364.707715, 0.011917
2024.1439610213, 180364.719401, 0.011454
2024.1439610529, 180364.730623, 0.010991
2024.1439610845, 180364.741382, 0.010527
2024.1439611162, 180364.751677, 0.010063
2024.1439611478, 180364.761508, 0.009598
2024.1439611794, 180364.770874, 0.009134
2024.1439612110, 180364.779775, 0.008668
2024.1439612427, 180364.788210, 0.008202
2024.1439612743, 180364.796180, 0.007736
2024.1439613059, 180364.803682, 0.007269
2024.1439613375, 180364.810718, 0.006802
2024.1439613692, 180364.817286, 0.006334
2024.1439614008, 180364.823386, 0.005866
2024.1439614324, 180364.829017, 0.005397
2024.1439614640, 180364.834179, 0.004927
2024.1439614956, 180364.838871, 0.004457
2024.1439615273, 180364.843093, 0.003986
2024.1439615589, 180364.846843, 0.003515
2024.1439615905, 180364.850122, 0.003043
2024.1439616221, 180364.852928, 0.002570
2024.1439616538, 180364.855262, 0.002096
2024.1439616854, 180364.857121, 0.001622
2024.1439617170, 180364.858506, 0.001147
2024.1439617486, 180364.859415, 0.000672
2024.1439617803, 180364.859849, 0.000195
2024.1439618119, 180364.859805, -0.000282
2024.1439618435, 180364.859284, -0.000760
2024.1439618751, 180364.858285, -0.001239
2024.1439619067, 180364.856806, -0.001719
2024.1439619384, 180364.854847, -0.002199
2024.1439619700, 180364.852407, -0.002681
2024.1439620016, 180364.849484, -0.003163
2024.1439620332, 180364.846079, -0.003647
2024.1439620649, 180364.842190, -0.004131
2024.1439620965, 180364.837816, -0.004617
2024.1439621281, 180364.832957, -0.005103
2024.1439621597, 180364.827610, -0.005590
2024.1439621914, 180364.821775, -0.006079
2024.1439622230, 180364.815452, -0.006568
2024.1439622546, 180364.808638, -0.007059
2024.1439622862, 180364.801333, -0.007551
2024.1439623179, 180364.793536, -0.008044
2024.1439623495, 180364.785246, -0.008538
2024.1439623811, 180364.776461, -0.009033
2024.1439624127, 180364.767180, -0.009529
2024.1439624443, 180364.757403, -0.010026
2024.1439624760, 180364.747127, -0.010525
2024.1439625076, 180364.736352, -0.011025
2024.1439625392, 180364.725077, -0.011526
2024.1439625708, 180364.713300, -0.012028
2024.1439626025, 180364.701020, -0.012532
2024.1439626341, 180364.688236, -0.013036
2024.1439626657, 180364.674947, -0.013542
2024.1439626973, 180364.661151, -0.014050
2024.1439627290, 180364.646847, -0.014558
2024.1439627606, 180364.632034, -0.015068
2024.1439627922, 180364.616711, -0.015579
2024.1439628238, 180364.600875, -0.016091
