time [dec. year], range [m], range-rate [m/s]
2024.1431741740, 180215.557005, 0.396625
2024.1431742056, 180215.953563, 0.396491
2024.1431742372, 180216.349987, 0.396357
2024.1431742689, 180216.746277, 0.396223
2024.1431743005, 180217.142433, 0.396089
2024.1431743321, 180217.538454, 0.395954
2024.1431743637, 180217.934340, 0.395819
2024.1431743954, 180218.330092, 0.395683
2024.1431744270, 180218.725707, 0.395548
2024.1431744586, 180219.121187, 0.395412
2024.1431744902, 180219.516530, 0.395275
2024.1431745219, 180219.911737, 0.395139
2024.1431745535, 180220.306807, 0.395002
2024.1431745851, 180220.701741, 0.394865
2024.1431746167, 180221.096537, 0.394727
2024.1431746484, 180221.491195, 0.394590
2024.1431746800, 180221.885716, 0.394452
2024.1431747116, 180222.280098, 0.394313
2024.1431747432, 180222.674342, 0.394175
2024.1431747748, 180223.068447, 0.394036
2024.1431748065, 180223.462414, 0.393897
2024.1431748381, 180223.856241, 0.393757
2024.1431748697, 180224.249929, 0.393618
2024.1431749013, 180224.643476, 0.393478
2024.1431749330, 180225.036884, 0.393338
2024.1431749646, 180225.430152, 0.393197
2024.1431749962, 180225.823279, 0.393056
2024.1431750278, 180226.216265, 0.392915
2024.1431750595, 180226.609109, 0.392774
2024.1431750911, 180227.001813, 0.392633
2024.1431751227, 180227.394374, 0.392491
2024.1431751543, 180227.786794, 0.392348
2024.1431751859, 180228.179071, 0.392206
2024.1431752176, 180228.571206, 0.392063
2024.1431752492, 180228.963198, 0.391920
2024.1431752808, 180229.355046, 0.391777
2024.1431753124, 180229.746751, 0.391633
2024.1431753441, 180230.138312, 0.391489
2024.1431753757, 180230.529729, 0.391345
2024.1431754073, 180230.921002, 0.391200
2024.1431754389, 180231.312130, 0.391055
2024.1431754706, 180231.703113, 0.390910
2024.1431755022, 180232.093950, 0.390765
2024.1431755338, 180232.484641, 0.390619
2024.1431755654, 180232.875187, 0.390472
2024.1431755970, 180233.265586, 0.390326
2024.1431756287, 180233.655838, 0.390179
2024.1431756603, 180234.045943, 0.390031
2024.1431756919, 180234.435900, 0.389884
2024.1431757235, 180234.825710, 0.389735
2024.1431757552, 180235.215371, 0.389587
2024.1431757868, 180235.604884, 0.389438
2024.1431758184, 180235.994247, 0.389289
2024.1431758500, 180236.383462, 0.389139
2024.1431758817, 180236.772526, 0.388989
2024.1431759133, 180237.161440, 0.388839
2024.1431759449, 180237.550204, 0.388688
2024.1431759765, 180237.938816, 0.388537
2024.1431760081, 180238.327277, 0.388385
2024.1431760398, 180238.715586, 0.388233
2024.1431760714, 180239.103743, 0.388081
2024.1431761030, 180239.491747, 0.387928
2024.1431761346, 180239.879598, 0.387774
2024.1431761663, 180240.267296, 0.387620
2024.1431761979, 180240.654839, 0.387466
2024.1431762295, 180241.042228, 0.387311
2024.1431762611, 180241.429461, 0.387156
2024.1431762928, 180241.816540, 0.387000
2024.1431763244, 180242.203462, 0.386844
2024.1431763560, 180242.590228, 0.386688
2024.1431763876, 180242.976838, 0.386531
2024.1431764192, 180243.363290, 0.386373
2024.1431764509, 180243.749584, 0.386215
2024.1431764825, 180244.135719, 0.386056
2024.1431765141, 180244.521696, 0.385897
2024.1431765457, 180244.907514, 0.385738
2024.1431765774, 180245.293172, 0.385578
2024.1431766090, 180245.678669, 0.385417
2024.1431766406, 180246.064006, 0.385256
2024.1431766722, 180246.449181, 0.385094
2024.1431767039, 180246.834195, 0.384932
2024.1431767355, 180247.219045, 0.384769
2024.1431767671, 180247.603733, 0.384606
2024.1431767987, 180247.988258, 0.384442
2024.1431768303, 180248.372618, 0.384278
2024.1431768620, 180248.756813, 0.384113
2024.1431768936, 180249.140844, 0.383948
2024.1431769252, 180249.524709, 0.383782
2024.1431769568, 180249.908407, 0.383615
2024.1431769885, 180250.291938, 0.383448
2024.1431770201, 180250.675302, 0.383280
2024.1431770517, 180251.058498, 0.383111
2024.1431770833, 180251.441525, 0.382942
2024.1431771150, 180251.824383, 0.382773
2024.1431771466, 180252.207070, 0.382603
2024.1431771782, 180252.589588, 0.382432
2024.1431772098, 180252.971934, 0.382260
2024.1431772414, 180253.354108, 0.382088
2024.1431772731, 180253.736110, 0.381915
2024.1431773047, 180254.117938, 0.381742
2024.1431773363, 180254.499593, 0.381568
2024.1431773679, 180254.881074, 0.381393
2024.1431773996, 180255.262379, 0.381218
2024.1431774312, 180255.643509, 0.381042
2024.1431774628, 180256.024462, 0.380865
2024.1431774944, 180256.405239, 0.380687
2024.1431775261, 180256.785837, 0.380509
2024.1431775577, 180257.166257, 0.380330
2024.1431775893, 180257.546498, 0.380151
2024.1431776209, 180257.926559, 0.379971
2024.1431776526, 180258.306439, 0.379790
2024.1431776842, 180258.686137, 0.379608
2024.1431777158, 180259.065654, 0.379425
2024.1431777474, 180259.444988, 0.379242
2024.1431777790, 180259.824138, 0.379058
2024.1431778107, 180260.203104, 0.378873
2024.1431778423, 180260.581885, 0.378688
2024.1431778739, 180260.960480, 0.378502
2024.1431779055, 180261.338888, 0.378315
2024.1431779372, 180261.717109, 0.378127
2024.1431779688, 180262.095141, 0.377938
2024.1431780004, 180262.472985, 0.377749
2024.1431780320, 180262.850639, 0.377559
2024.1431780637, 180263.228102, 0.377367
2024.1431780953, 180263.605373, 0.377176
2024.1431781269, 180263.982453, 0.376983
2024.1431781585, 180264.359339, 0.376789
2024.1431781901, 180264.736031, 0.376595
2024.1431782218, 180265.112529, 0.376400
2024.1431782534, 180265.488831, 0.376204
2024.1431782850, 180265.864937, 0.376007
2024.1431783166, 180266.240845, 0.375809
2024.1431783483, 180266.616555, 0.375611
2024.1431783799, 180266.992066, 0.375411
2024.1431784115, 180267.367378, 0.375211
2024.1431784431, 180267.742489, 0.375010
2024.1431784748, 180268.117398, 0.374808
2024.1431785064, 180268.492105, 0.374605
2024.1431785380, 180268.866608, 0.374402
2024.1431785696, 180269.240908, 0.374197
2024.1431786012, 180269.615002, 0.373992
2024.1431786329, 180269.988891, 0.373785
2024.1431786645, 180270.362573, 0.373578
2024.1431786961, 180270.736047, 0.373370
2024.1431787277, 180271.109313, 0.373162
2024.1431787594, 180271.482370, 0.372952
2024.1431787910, 180271.855217, 0.372741
2024.1431788226, 180272.227852, 0.372530
2024.1431788542, 180272.600276, 0.372318
2024.1431788859, 180272.972487, 0.372105
2024.1431789175, 180273.344485, 0.371891
2024.1431789491, 180273.716269, 0.371676
2024.1431789807, 180274.087837, 0.371460
2024.1431790123, 180274.459189, 0.371244
2024.1431790440, 180274.830324, 0.371027
2024.1431790756, 180275.201242, 0.370809
2024.1431791072, 180275.571941, 0.370590
2024.1431791388, 180275.942421, 0.370370
2024.1431791705, 180276.312681, 0.370150
2024.1431792021, 180276.682720, 0.369928
2024.1431792337, 180277.052538, 0.369706
2024.1431792653, 180277.422133, 0.369484
2024.1431792970, 180277.791505, 0.369260
2024.1431793286, 180278.160653, 0.369036
2024.1431793602, 180278.529576, 0.368811
2024.1431793918, 180278.898274, 0.368585
2024.1431794234, 180279.266745, 0.368358
2024.1431794551, 180279.634990, 0.368131
2024.1431794867, 180280.003007, 0.367903
2024.1431795183, 180280.370796, 0.367674
2024.1431795499, 180280.738355, 0.367445
2024.1431795816, 180281.105685, 0.367215
2024.1431796132, 180281.472785, 0.366984
2024.1431796448, 180281.839654, 0.366753
2024.1431796764, 180282.206290, 0.366521
2024.1431797081, 180282.572695, 0.366288
2024.1431797397, 180282.938866, 0.366055
2024.1431797713, 180283.304804, 0.365821
2024.1431798029, 180283.670508, 0.365586
2024.1431798345, 180284.035976, 0.365351
2024.1431798662, 180284.401209, 0.365115
2024.1431798978, 180284.766206, 0.364879
2024.1431799294, 180285.130967, 0.364642
2024.1431799610, 180285.495490, 0.364404
2024.1431799927, 180285.859775, 0.364166
2024.1431800243, 180286.223822, 0.363928
2024.1431800559, 180286.587630, 0.363689
2024.1431800875, 180286.951199, 0.363449
2024.1431801192, 180287.314528, 0.363209
2024.1431801508, 180287.677616, 0.362968
2024.1431801824, 180288.040464, 0.362727
2024.1431802140, 180288.403070, 0.362485
2024.1431802456, 180288.765434, 0.362243
2024.1431802773, 180289.127556, 0.362001
2024.1431803089, 180289.489436, 0.361758
2024.1431803405, 180289.851071, 0.361514
2024.1431803721, 180290.212464, 0.361270
2024.1431804038, 180290.573612, 0.361026
2024.1431804354, 180290.934516, 0.360781
2024.1431804670, 180291.295174, 0.360536
2024.1431804986, 180291.655588, 0.360291
2024.1431805303, 180292.015756, 0.360045
2024.1431805619, 180292.375677, 0.359799
2024.1431805935, 180292.735353, 0.359552
2024.1431806251, 180293.094781, 0.359305
2024.1431806567, 180293.453963, 0.359058
2024.1431806884, 180293.812897, 0.358810
2024.1431807200, 180294.171583, 0.358562
2024.1431807516, 180294.530021, 0.358314
2024.1431807832, 180294.888211, 0.358065
2024.1431808149, 180295.246152, 0.357817
2024.1431808465, 180295.603844, 0.357568
2024.1431808781, 180295.961287, 0.357318
2024.1431809097, 180296.318481, 0.357068
2024.1431809414, 180296.675424, 0.356819
2024.1431809730, 180297.032118, 0.356568
2024.1431810046, 180297.388561, 0.356318
2024.1431810362, 180297.744754, 0.356067
2024.1431810679, 180298.100695, 0.355816
2024.1431810995, 180298.456386, 0.355565
2024.1431811311, 180298.811826, 0.355314
2024.1431811627, 180299.167014, 0.355062
2024.1431811943, 180299.521951, 0.354811
2024.1431812260, 180299.876635, 0.354559
2024.1431812576, 180300.231068, 0.354306
2024.1431812892, 180300.585248, 0.354054
2024.1431813208, 180300.939176, 0.353802
2024.1431813525, 180301.292851, 0.353549
2024.1431813841, 180301.646274, 0.353296
2024.1431814157, 180301.999443, 0.353043
2024.1431814473, 180302.352359, 0.352790
2024.1431814790, 180302.705022, 0.352536
2024.1431815106, 180303.057432, 0.352282
2024.1431815422, 180303.409587, 0.352029
2024.1431815738, 180303.761489, 0.351775
2024.1431816054, 180304.113136, 0.351520
2024.1431816371, 180304.464530, 0.351266
2024.1431816687, 180304.815668, 0.351012
2024.1431817003, 180305.166553, 0.350757
2024.1431817319, 180305.517182, 0.350502
2024.1431817636, 180305.867557, 0.350247
2024.1431817952, 180306.217676, 0.349992
2024.1431818268, 180306.567540, 0.349736
2024.1431818584, 180306.917149, 0.349481
2024.1431818901, 180307.266502, 0.349225
2024.1431819217, 180307.615599, 0.348969
2024.1431819533, 180307.964440, 0.348713
2024.1431819849, 180308.313025, 0.348457
2024.1431820165, 180308.661354, 0.348200
2024.1431820482, 180309.009426, 0.347944
2024.1431820798, 180309.357241, 0.347687
2024.1431821114, 180309.704799, 0.347430
2024.1431821430, 180310.052100, 0.347172
2024.1431821747, 180310.399144, 0.346915
2024.1431822063, 180310.745930, 0.346657
2024.1431822379, 180311.092459, 0.346400
2024.1431822695, 180311.438729, 0.346142
2024.1431823012, 180311.784741, 0.345883
2024.1431823328, 180312.130496, 0.345625
2024.1431823644, 180312.475991, 0.345366
2024.1431823960, 180312.821228, 0.345107
2024.1431824276, 180313.166206, 0.344848
2024.1431824593, 180313.510924, 0.344589
2024.1431824909, 180313.855384, 0.344330
2024.1431825225, 180314.199584, 0.344070
2024.1431825541, 180314.543524, 0.343810
2024.1431825858, 180314.887204, 0.343550
2024.1431826174, 180315.230624, 0.343290
2024.1431826490, 180315.573784, 0.343030
2024.1431826806, 180315.916683, 0.342769
2024.1431827123, 180316.259322, 0.342508
2024.1431827439, 180316.601700, 0.342247
2024.1431827755, 180316.943816, 0.341986
2024.1431828071, 180317.285672, 0.341725
2024.1431828387, 180317.627265, 0.341463
2024.1431828704, 180317.968598, 0.341201
2024.1431829020, 180318.309668, 0.340939
2024.1431829336, 180318.650477, 0.340677
2024.1431829652, 180318.991023, 0.340415
2024.1431829969, 180319.331307, 0.340153
2024.1431830285, 180319.671329, 0.339890
2024.1431830601, 180320.011088, 0.339627
2024.1431830917, 180320.350584, 0.339365
2024.1431831234, 180320.689817, 0.339102
2024.1431831550, 180321.028787, 0.338838
2024.1431831866, 180321.367494, 0.338575
2024.1431832182, 180321.705937, 0.338312
2024.1431832498, 180322.044117, 0.338048
2024.1431832815, 180322.382034, 0.337784
2024.1431833131, 180322.719686, 0.337521
2024.1431833447, 180323.057075, 0.337257
2024.1431833763, 180323.394199, 0.336993
2024.1431834080, 180323.731060, 0.336728
2024.1431834396, 180324.067656, 0.336464
2024.1431834712, 180324.403988, 0.336200
2024.1431835028, 180324.740056, 0.335935
2024.1431835345, 180325.075859, 0.335671
2024.1431835661, 180325.411398, 0.335406
2024.1431835977, 180325.746672, 0.335142
2024.1431836293, 180326.081681, 0.334877
2024.1431836609, 180326.416425, 0.334612
2024.1431836926, 180326.750905, 0.334347
2024.1431837242, 180327.085119, 0.334082
2024.1431837558, 180327.419069, 0.333817
2024.1431837874, 180327.752753, 0.333552
2024.1431838191, 180328.086173, 0.333287
2024.1431838507, 180328.419327, 0.333022
2024.1431838823, 180328.752216, 0.332757
2024.1431839139, 180329.084840, 0.332491
2024.1431839456, 180329.417199, 0.332226
2024.1431839772, 180329.749292, 0.331961
2024.1431840088, 180330.081120, 0.331695
2024.1431840404, 180330.412683, 0.331430
2024.1431840721, 180330.743980, 0.331165
2024.1431841037, 180331.075013, 0.330899
2024.1431841353, 180331.405779, 0.330634
2024.1431841669, 180331.736281, 0.330369
2024.1431841985, 180332.066517, 0.330103
2024.1431842302, 180332.396488, 0.329838
2024.1431842618, 180332.726193, 0.329573
2024.1431842934, 180333.055634, 0.329308
2024.1431843250, 180333.384809, 0.329042
2024.1431843567, 180333.713718, 0.328777
2024.1431843883, 180334.042363, 0.328512
2024.1431844199, 180334.370742, 0.328247
2024.1431844515, 180334.698856, 0.327981
2024.1431844832, 180335.026705, 0.327716
2024.1431845148, 180335.354288, 0.327451
2024.1431845464, 180335.681607, 0.327186
2024.1431845780, 180336.008661, 0.326921
2024.1431846096, 180336.335449, 0.326656
2024.1431846413, 180336.661973, 0.326391
2024.1431846729, 180336.988232, 0.326126
2024.1431847045, 180337.314226, 0.325862
2024.1431847361, 180337.639955, 0.325597
2024.1431847678, 180337.965420, 0.325332
2024.1431847994, 180338.290619, 0.325067
2024.1431848310, 180338.615555, 0.324803
2024.1431848626, 180338.940225, 0.324538
2024.1431848943, 180339.264631, 0.324274
2024.1431849259, 180339.588773, 0.324009
2024.1431849575, 180339.912650, 0.323745
2024.1431849891, 180340.236263, 0.323481
2024.1431850207, 180340.559612, 0.323217
2024.1431850524, 180340.882697, 0.322953
2024.1431850840, 180341.205517, 0.322688
2024.1431851156, 180341.528073, 0.322424
2024.1431851472, 180341.850366, 0.322160
2024.1431851789, 180342.172394, 0.321896
2024.1431852105, 180342.494159, 0.321633
2024.1431852421, 180342.815660, 0.321369
2024.1431852737, 180343.136896, 0.321105
2024.1431853054, 180343.457870, 0.320841
2024.1431853370, 180343.778579, 0.320578
2024.1431853686, 180344.099025, 0.320314
2024.1431854002, 180344.419207, 0.320051
2024.1431854318, 180344.739126, 0.319787
2024.1431854635, 180345.058781, 0.319523
2024.1431854951, 180345.378173, 0.319260
2024.1431855267, 180345.697301, 0.318997
2024.1431855583, 180346.016166, 0.318733
2024.1431855900, 180346.334767, 0.318470
2024.1431856216, 180346.653105, 0.318206
2024.1431856532, 180346.971180, 0.317943
2024.1431856848, 180347.288991, 0.317679
2024.1431857165, 180347.606538, 0.317416
2024.1431857481, 180347.923822, 0.317152
2024.1431857797, 180348.240843, 0.316889
2024.1431858113, 180348.557600, 0.316625
2024.1431858429, 180348.874094, 0.316362
2024.1431858746, 180349.190324, 0.316098
2024.1431859062, 180349.506290, 0.315834
2024.1431859378, 180349.821992, 0.315571
2024.1431859694, 180350.137431, 0.315307
2024.1431860011, 180350.452606, 0.315043
2024.1431860327, 180350.767517, 0.314779
2024.1431860643, 180351.082164, 0.314515
2024.1431860959, 180351.396546, 0.314250
2024.1431861276, 180351.710665, 0.313986
2024.1431861592, 180352.024519, 0.313722
2024.1431861908, 180352.338108, 0.313457
2024.1431862224, 180352.651432, 0.313192
2024.1431862540, 180352.964492, 0.312927
2024.1431862857, 180353.277287, 0.312662
2024.1431863173, 180353.589817, 0.312397
2024.1431863489, 180353.902081, 0.312131
2024.1431863805, 180354.214079, 0.311866
2024.1431864122, 180354.525812, 0.311600
2024.1431864438, 180354.837279, 0.311334
2024.1431864754, 180355.148480, 0.311068
2024.1431865070, 180355.459414, 0.310801
2024.1431865387, 180355.770082, 0.310534
2024.1431865703, 180356.080483, 0.310267
2024.1431866019, 180356.390617, 0.310000
2024.1431866335, 180356.700483, 0.309733
2024.1431866651, 180357.010082, 0.309465
2024.1431866968, 180357.319413, 0.309197
2024.1431867284, 180357.628475, 0.308928
2024.1431867600, 180357.937270, 0.308660
2024.1431867916, 180358.245795, 0.308391
2024.1431868233, 180358.554052, 0.308122
2024.1431868549, 180358.862039, 0.307852
2024.1431868865, 180359.169756, 0.307583
2024.1431869181, 180359.477204, 0.307313
2024.1431869498, 180359.784381, 0.307042
2024.1431869814, 180360.091288, 0.306772
2024.1431870130, 180360.397924, 0.306501
2024.1431870446, 180360.704289, 0.306229
2024.1431870762, 180361.010383, 0.305958
2024.1431871079, 180361.316204, 0.305686
2024.1431871395, 180361.621754, 0.305414
2024.1431871711, 180361.927031, 0.305141
2024.1431872027, 180362.232036, 0.304868
2024.1431872344, 180362.536768, 0.304595
2024.1431872660, 180362.841226, 0.304322
2024.1431872976, 180363.145411, 0.304048
2024.1431873292, 180363.449323, 0.303774
2024.1431873609, 180363.752960, 0.303500
2024.1431873925, 180364.056323, 0.303226
2024.1431874241, 180364.359411, 0.302951
2024.1431874557, 180364.662224, 0.302676
2024.1431874874, 180364.964763, 0.302401
2024.1431875190, 180365.267026, 0.302125
2024.1431875506, 180365.569013, 0.301850
2024.1431875822, 180365.870725, 0.301574
2024.1431876138, 180366.172160, 0.301298
2024.1431876455, 180366.473320, 0.301022
2024.1431876771, 180366.774203, 0.300745
2024.1431877087, 180367.074810, 0.300469
2024.1431877403, 180367.375140, 0.300192
2024.1431877720, 180367.675194, 0.299915
2024.1431878036, 180367.974970, 0.299638
2024.1431878352, 180368.274470, 0.299361
2024.1431878668, 180368.573692, 0.299084
2024.1431878985, 180368.872637, 0.298807
2024.1431879301, 180369.171305, 0.298529
2024.1431879617, 180369.469696, 0.298252
2024.1431879933, 180369.767809, 0.297975
2024.1431880249, 180370.065645, 0.297697
2024.1431880566, 180370.363203, 0.297420
2024.1431880882, 180370.660484, 0.297142
2024.1431881198, 180370.957488, 0.296865
2024.1431881514, 180371.254214, 0.296588
2024.1431881831, 180371.550663, 0.296310
2024.1431882147, 180371.846835, 0.296033
2024.1431882463, 180372.142729, 0.295756
2024.1431882779, 180372.438347, 0.295479
2024.1431883096, 180372.733687, 0.295202
2024.1431883412, 180373.028750, 0.294925
2024.1431883728, 180373.323536, 0.294648
2024.1431884044, 180373.618046, 0.294371
2024.1431884360, 180373.912279, 0.294095
2024.1431884677, 180374.206236, 0.293819
2024.1431884993, 180374.499916, 0.293542
2024.1431885309, 180374.793321, 0.293266
2024.1431885625, 180375.086449, 0.292991
2024.1431885942, 180375.379302, 0.292715
2024.1431886258, 180375.671879, 0.292439
2024.1431886574, 180375.964181, 0.292164
2024.1431886890, 180376.256207, 0.291889
2024.1431887207, 180376.547959, 0.291614
2024.1431887523, 180376.839436, 0.291340
2024.1431887839, 180377.130639, 0.291066
2024.1431888155, 180377.421567, 0.290792
2024.1431888471, 180377.712222, 0.290518
2024.1431888788, 180378.002603, 0.290244
2024.1431889104, 180378.292711, 0.289971
2024.1431889420, 180378.582545, 0.289698
2024.1431889736, 180378.872106, 0.289425
2024.1431890053, 180379.161395, 0.289153
2024.1431890369, 180379.450412, 0.288881
2024.1431890685, 180379.739156, 0.288609
2024.1431891001, 180380.027629, 0.288337
2024.1431891318, 180380.315831, 0.288066
2024.1431891634, 180380.603761, 0.287795
2024.1431891950, 180380.891420, 0.287524
2024.1431892266, 180381.178809, 0.287254
2024.1431892582, 180381.465927, 0.286983
2024.1431892899, 180381.752776, 0.286714
2024.1431893215, 180382.039354, 0.286444
2024.1431893531, 180382.325664, 0.286175
2024.1431893847, 180382.611704, 0.285906
2024.1431894164, 180382.897475, 0.285637
2024.1431894480, 180383.182978, 0.285369
2024.1431894796, 180383.468213, 0.285101
2024.1431895112, 180383.753180, 0.284833
2024.1431895429, 180384.037879, 0.284565
2024.1431895745, 180384.322311, 0.284298
2024.1431896061, 180384.606476, 0.284031
2024.1431896377, 180384.890374, 0.283765
2024.1431896693, 180385.174005, 0.283498
2024.1431897010, 180385.457371, 0.283232
2024.1431897326, 180385.740471, 0.282967
2024.1431897642, 180386.023305, 0.282701
2024.1431897958, 180386.305873, 0.282436
2024.1431898275, 180386.588177, 0.282171
2024.1431898591, 180386.870216, 0.281907
2024.1431898907, 180387.151990, 0.281642
2024.1431899223, 180387.433500, 0.281378
2024.1431899540, 180387.714746, 0.281114
2024.1431899856, 180387.995728, 0.280851
2024.1431900172, 180388.276447, 0.280587
2024.1431900488, 180388.556903, 0.280324
2024.1431900804, 180388.837096, 0.280061
2024.1431901121, 180389.117026, 0.279799
2024.1431901437, 180389.396694, 0.279537
2024.1431901753, 180389.676099, 0.279275
2024.1431902069, 180389.955243, 0.279013
2024.1431902386, 180390.234125, 0.278751
2024.1431902702, 180390.512745, 0.278490
2024.1431903018, 180390.791104, 0.278229
2024.1431903334, 180391.069202, 0.277968
2024.1431903651, 180391.347040, 0.277707
2024.1431903967, 180391.624617, 0.277447
2024.1431904283, 180391.901933, 0.277187
2024.1431904599, 180392.178990, 0.276927
2024.1431904916, 180392.455787, 0.276667
2024.1431905232, 180392.732324, 0.276407
2024.1431905548, 180393.008602, 0.276148
2024.1431905864, 180393.284620, 0.275889
2024.1431906180, 180393.560380, 0.275630
2024.1431906497, 180393.835881, 0.275372
2024.1431906813, 180394.111123, 0.275113
2024.1431907129, 180394.386108, 0.274855
2024.1431907445, 180394.660834, 0.274597
2024.1431907762, 180394.935302, 0.274340
2024.1431908078, 180395.209513, 0.274082
2024.1431908394, 180395.483467, 0.273825
2024.1431908710, 180395.757163, 0.273568
2024.1431909027, 180396.030603, 0.273311
2024.1431909343, 180396.303786, 0.273055
2024.1431909659, 180396.576712, 0.272798
2024.1431909975, 180396.849383, 0.272542
2024.1431910291, 180397.121797, 0.272287
2024.1431910608, 180397.393956, 0.272031
2024.1431910924, 180397.665860, 0.271776
2024.1431911240, 180397.937508, 0.271521
2024.1431911556, 180398.208901, 0.271266
2024.1431911873, 180398.480040, 0.271012
2024.1431912189, 180398.750925, 0.270757
2024.1431912505, 180399.021555, 0.270503
2024.1431912821, 180399.291931, 0.270250
2024.1431913138, 180399.562054, 0.269996
2024.1431913454, 180399.831924, 0.269743
2024.1431913770, 180400.101541, 0.269490
2024.1431914086, 180400.370905, 0.269238
2024.1431914402, 180400.640016, 0.268985
2024.1431914719, 180400.908875, 0.268733
2024.1431915035, 180401.177483, 0.268482
2024.1431915351, 180401.445839, 0.268230
2024.1431915667, 180401.713944, 0.267979
2024.1431915984, 180401.981798, 0.267729
2024.1431916300, 180402.249401, 0.267478
2024.1431916616, 180402.516754, 0.267228
2024.1431916932, 180402.783858, 0.266978
2024.1431917249, 180403.050711, 0.266729
2024.1431917565, 180403.317316, 0.266480
2024.1431917881, 180403.583671, 0.266231
2024.1431918197, 180403.849778, 0.265983
2024.1431918513, 180404.115637, 0.265735
2024.1431918830, 180404.381248, 0.265487
2024.1431919146, 180404.646611, 0.265240
2024.1431919462, 180404.911728, 0.264993
2024.1431919778, 180405.176597, 0.264746
2024.1431920095, 180405.441220, 0.264500
2024.1431920411, 180405.705597, 0.264254
2024.1431920727, 180405.969729, 0.264009
2024.1431921043, 180406.233615, 0.263764
2024.1431921360, 180406.497257, 0.263519
2024.1431921676, 180406.760654, 0.263275
2024.1431921992, 180407.023806, 0.263031
2024.1431922308, 180407.286716, 0.262788
2024.1431922624, 180407.549382, 0.262545
2024.1431922941, 180407.811805, 0.262302
2024.1431923257, 180408.073986, 0.262060
2024.1431923573, 180408.335924, 0.261818
2024.1431923889, 180408.597621, 0.261576
2024.1431924206, 180408.859077, 0.261335
2024.1431924522, 180409.120292, 0.261095
2024.1431924838, 180409.381267, 0.260855
2024.1431925154, 180409.642002, 0.260615
2024.1431925471, 180409.902497, 0.260376
2024.1431925787, 180410.162754, 0.260137
2024.1431926103, 180410.422771, 0.259899
2024.1431926419, 180410.682551, 0.259661
2024.1431926735, 180410.942093, 0.259423
2024.1431927052, 180411.201397, 0.259186
2024.1431927368, 180411.460465, 0.258949
2024.1431927684, 180411.719296, 0.258713
2024.1431928000, 180411.977891, 0.258477
2024.1431928317, 180412.236251, 0.258242
2024.1431928633, 180412.494376, 0.258007
2024.1431928949, 180412.752266, 0.257773
2024.1431929265, 180413.009922, 0.257539
2024.1431929582, 180413.267344, 0.257305
2024.1431929898, 180413.524533, 0.257072
2024.1431930214, 180413.781489, 0.256840
2024.1431930530, 180414.038213, 0.256608
2024.1431930846, 180414.294704, 0.256376
2024.1431931163, 180414.550965, 0.256145
2024.1431931479, 180414.806994, 0.255914
2024.1431931795, 180415.062793, 0.255684
2024.1431932111, 180415.318362, 0.255454
2024.1431932428, 180415.573701, 0.255225
2024.1431932744, 180415.828811, 0.254996
2024.1431933060, 180416.083692, 0.254767
2024.1431933376, 180416.338345, 0.254539
2024.1431933693, 180416.592771, 0.254311
2024.1431934009, 180416.846969, 0.254084
2024.1431934325, 180417.100940, 0.253858
2024.1431934641, 180417.354684, 0.253632
2024.1431934957, 180417.608203, 0.253406
2024.1431935274, 180417.861496, 0.253180
2024.1431935590, 180418.114564, 0.252956
2024.1431935906, 180418.367407, 0.252731
2024.1431936222, 180418.620026, 0.252507
2024.1431936539, 180418.872422, 0.252284
2024.1431936855, 180419.124594, 0.252061
2024.1431937171, 180419.376543, 0.251838
2024.1431937487, 180419.628270, 0.251616
2024.1431937804, 180419.879775, 0.251394
2024.1431938120, 180420.131058, 0.251173
2024.1431938436, 180420.382121, 0.250952
2024.1431938752, 180420.632962, 0.250732
2024.1431939069, 180420.883584, 0.250512
2024.1431939385, 180421.133986, 0.250292
2024.1431939701, 180421.384168, 0.250073
2024.1431940017, 180421.634131, 0.249854
2024.1431940333, 180421.883876, 0.249636
2024.1431940650, 180422.133403, 0.249418
2024.1431940966, 180422.382712, 0.249201
2024.1431941282, 180422.631804, 0.248983
2024.1431941598, 180422.880679, 0.248767
2024.1431941915, 180423.129338, 0.248551
2024.1431942231, 180423.377781, 0.248335
2024.1431942547, 180423.626008, 0.248119
2024.1431942863, 180423.874020, 0.247904
2024.1431943180, 180424.121817, 0.247690
2024.1431943496, 180424.369400, 0.247476
2024.1431943812, 180424.616769, 0.247262
2024.1431944128, 180424.863924, 0.247048
2024.1431944444, 180425.110865, 0.246835
2024.1431944761, 180425.357595, 0.246623
2024.1431945077, 180425.604111, 0.246410
2024.1431945393, 180425.850416, 0.246199
2024.1431945709, 180426.096508, 0.245987
2024.1431946026, 180426.342390, 0.245776
2024.1431946342, 180426.588060, 0.245565
2024.1431946658, 180426.833520, 0.245355
2024.1431946974, 180427.078769, 0.245144
2024.1431947291, 180427.323809, 0.244935
2024.1431947607, 180427.568639, 0.244725
2024.1431947923, 180427.813259, 0.244516
2024.1431948239, 180428.057671, 0.244307
2024.1431948555, 180428.301874, 0.244099
2024.1431948872, 180428.545869, 0.243891
2024.1431949188, 180428.789656, 0.243683
2024.1431949504, 180429.033235, 0.243475
2024.1431949820, 180429.276607, 0.243268
2024.1431950137, 180429.519772, 0.243061
2024.1431950453, 180429.762730, 0.242855
2024.1431950769, 180430.005481, 0.242648
2024.1431951085, 180430.248026, 0.242442
2024.1431951402, 180430.490365, 0.242236
2024.1431951718, 180430.732499, 0.242031
